,names,emptyPercent,fullPercent,annoyedPercent,lat,long,dist_to_mcgill
90,Metro Villa Maria,0.46623157347879735,8.2721538620618345e-05,0.46631429501741795,45.479999999999997,-73.618899999999996,0.0025101200000008095
91,Lincoln / Dufort,0.070273673795228142,0.034268649020281886,0.10454232281551003,45.493034000000002,-73.583836000000005,0.00023240189200029825
92,Bishop/sherbrooke,0.11713857071416664,0.0095250031332247149,0.12666357384739135,45.4983,-73.579800000000006,7.5860000000176476e-05
93,Wolfe / René-Lévesque,0.0044455523702688106,0.031310944900452199,0.035756497270721013,45.516872646826783,-73.554174900054946,0.00059903961013007645
94,Plessis / René-Lévesque,0.016148363085851259,0.14536585365853658,0.16151421674438785,45.519539999999999,-73.551999999999992,0.00076349839999982183
95,René-Lévesque / Papineau,0.0021741381095351487,0.039959238541260135,0.042133376650795286,45.521140000000003,-73.549260000000004,0.00094885159999928866
96,Sainte-Catherine / Guy,0.2178092178092178,0.026447649339898044,0.24425686714911585,45.495006967071284,-73.57803583145143,0.00012947827263777979
97,Logan / Fullum,0.014122873187494762,0.20100895447092951,0.21513182765842426,45.528448693514136,-73.55108499526979,0.0011249945303918915
98,Fullum / Jean-Langlois,0.0079531968936728363,0.11516652394287963,0.12311972083655247,45.526150000000001,-73.546120000000002,0.0013024180999992485
99,Poupart / Sainte-Catherine,0.0081005296500155782,0.092238495615224667,0.10033902526524024,45.52831340282976,-73.546965122222915,0.0013430829862363497
100,Parthenais / Sainte-Catherine,0.0072209657004129232,0.08439880457497248,0.091619770275385398,45.526220000000002,-73.549329999999998,0.001122272499999577
101,Métro Beaudry,0.0058977447356398224,0.069459160899068922,0.075356905634708746,45.519069999999999,-73.555809999999994,0.00058117699999977264
102,Alexandre-DeSève / Maisonneuve,0.011685271123374722,0.085002842524161459,0.096688113647536184,45.521900000000002,-73.555340000000001,0.00068120999999953229
103,Métro Papineau,0.011256759315757359,0.063490613438085236,0.074747372753842592,45.523530000000001,-73.551990000000004,0.00088603699999929733
104,Benny/ Monkland,0.0011518367682751243,0.033666737603745479,0.034818574372020607,45.4666,-73.631100000000004,0.0045831440000016965
105,Plessis / Ontario,0.011606187168132307,0.14480174081237912,0.15640792798051142,45.523584,-73.560941,0.00053426217699957122
106,Robin / de la Visitation,0.034241412727468501,0.18609899202647812,0.22034040475394662,45.520870000000002,-73.559219999999996,0.00050303689999976764
107,Champlain / Ontario,0.021951740337390561,0.16446474873441166,0.18641648907180222,45.525047537299884,-73.560035526752472,0.00061566063358600731
108,Dorion / Ontario,0.023278597746682853,0.12093188268684957,0.14421048043353241,45.526949999999999,-73.558210000000003,0.00075326419999937895
109,Parthenais / Ontario,0.010101643869996235,0.14452547670389843,0.15462712057389466,45.529540000000004,-73.556219999999996,0.00094288999999979362
110,de Rouen / d'Iberville,0.0012834844532770256,0.53844647519582245,0.53972995964909942,45.533875084889857,-73.556395769119263,0.0011566980468817767
111,Logan / d'Iberville,0.016596461668070765,0.12394015548300726,0.14053661715107801,45.530570000000004,-73.549130000000005,0.0013258169999992484
112,Alexandre de Sève / La Fontaine,0.047432901661898626,0.14525879717719598,0.19269169883909459,45.523216999999995,-73.558187000000004,0.00061340761799924374
113,Métro Frontenac,0.00043410852713178294,0.099127311243639049,0.099561419770770834,45.533177999999999,-73.553060000000002,0.0012620414439992243
114,Hogan / Ontario,0.0088430975869188896,0.095018303358268344,0.10386140094518723,45.535400000000003,-73.551209999999998,0.0014758056999995813
115,Rouen / Fullum,0.033092814499849674,0.27464017730780527,0.30773299180765495,45.532170000000001,-73.558589999999995,0.00098318179999965015
116,du Havre / Hochelaga,0.009468635146078614,0.096162119325257561,0.10563075447133617,45.535915483036966,-73.55821967124939,0.0012046461286067147
117,Hogan / de Rouen,0.0028420288351830724,0.17084570816495448,0.17368773700013757,45.536273999999999,-73.554043000000007,0.0013938604849989423
118,Sherbrooke / Frontenac,0.079106498194945848,0.035483389165084173,0.11458988736003002,45.536700000000003,-73.560810000000004,0.0011652796999995227
119,Sherbrooke / Fullum,0.082159731055787749,0.10096519315380895,0.1831249242095967,45.533749999999998,-73.561959999999999,0.00096014769999938241
120,Terasse Mercure / Fulum,0.058622287946674907,0.05135058782623813,0.10997287577291304,45.535614000000002,-73.566013999999996,0.00096699431199976174
121,de Bordeaux / Sherbrooke,0.080336173152198945,0.11178310740354536,0.19211928055574429,45.530027060788136,-73.563176393508897,0.00073595993123275953
122,Prince Arthur/Ste-Famille ,0.096100212715670055,0.022406515157975527,0.11850672787364558,45.511721000000001,-73.574442000000005,3.3202644999912142e-05
123,University / Prince-Arthur,0.14945692239642208,0.021747025271837816,0.17120394766825989,45.507329999999996,-73.578450000000004,6.1610000000310395e-06
124,University / des Pins,0.35012862592034066,0.004183316683316683,0.35431194260365734,45.508164612433617,-73.580178916454315,1.937715251192364e-05
125,Molson / William - Tremblay,0.033210411217357745,0.087600063858416774,0.12081047507577453,45.541532000000004,-73.565258,0.0013656907079997096
126,Atwater / Sherbrooke,0.031497407225624718,0.0079990027217385889,0.039496409947363309,45.491321748860713,-73.587809801101685,0.00035687770663178425
127,Drolet / Beaubien,0.067890489001424276,0.066898753825003321,0.1347892428264276,45.533363999999999,-73.605836999999994,0.0016128780649997522
128,Casgrain / Beaubien,0.075671090938266516,0.062853075930785998,0.1385241668690525,45.531424999999999,-73.607590999999999,0.0016184238660001133
129,Parc du Pélican,0.0074032599228567872,0.10466760961810467,0.11207086954096146,45.544829999999997,-73.572811000000002,0.001500809380999329
130,9e Avenue / Dandurand,0.081541664780699769,0.13577356884443498,0.21731523362513475,45.550769000000003,-73.577110000000005,0.0019836239409997685
131,Marquette / Jean-Talon,0.025494421095300066,0.017179957419001243,0.042674378514301309,45.547356123152341,-73.607609868049622,0.0026758593992511348
132,des Écores / Jean-Talon,0.0081816663883786944,0.020298987165119575,0.02848065355349827,45.552442609134857,-73.60300183296205,0.0028519476676754918
133,Président-Kennedy / University,0.20355509083779899,0.053211050318414208,0.25676614115621321,45.504632521806364,-73.57255339622499,1.602796938589322e-05
134,Drummond / du Docteur-Penfield,0.51919732441471567,0.0033619723571161747,0.52255929677183188,45.501940540222762,-73.581265211105347,4.3939509473726567e-05
135,Gascon / Rachel,0.034953814128973505,0.054326744971561813,0.089280559100535312,45.537970000000001,-73.562700000000007,0.0011895832999993577
136,Larivière / de Lorimier,0.029921562760477891,0.072169085679887626,0.10209064844036551,45.529155206245747,-73.559410572052002,0.00080766354522355057
137,Parthenais / Rachel,0.10060538841905818,0.11111881485590146,0.21172420327495964,45.534171942997467,-73.56608927249907,0.00088282507931140473
138,Gauthier / Papineau,0.06624373649611548,0.10904698238453781,0.17529071888065328,45.530202000000003,-73.566630000000004,0.00066614554399965667
139,de Bordeaux / Gauthier,0.069094114456197453,0.23563536640033753,0.30472948085653495,45.531300000000002,-73.566000000000003,0.00073245199999960402
140,Gauthier / des Érables,0.083790294826201678,0.12203611558857196,0.20582641041477362,45.53237,-73.564369999999997,0.00082319939999962516
141,Marquette / Rachel,0.042755979156460164,0.13732234563477846,0.18007832479123864,45.529801582460699,-73.570289611816406,0.00059031767206009142
142,de Bordeaux / Rachel,0.07779068972588693,0.18148054573016675,0.25927123545605368,45.532270000000004,-73.568280000000001,0.00074060449999978329
143,Garnier / Rachel,0.028518141007568693,0.036771222897165959,0.065289363904734651,45.528649999999999,-73.571629999999999,0.00052327619999965088
144,Rachel / Brébeuf,0.050550438103796898,0.087664458337221238,0.13821489644101814,45.526890000000002,-73.572640000000007,0.00043923889999974091
145,du Parc-La Fontaine / Duluth,0.11219617534851357,0.11184673897732075,0.22404291432583434,45.52469,-73.572209999999998,0.00035648259999974052
146,du Parc-La Fontaine / Roy,0.079810161408657376,0.095489067894131183,0.17529922930278857,45.523084000000004,-73.568731,0.00033980545699985342
147,Calixa-Lavallée / Sherbrooke,0.037616943866943864,0.012283932532540912,0.049900876399484775,45.524790000000003,-73.565449999999998,0.00046009539999977678
148,Émile-Duployé / Sherbrooke,0.048640979027180418,0.03618945102260495,0.084830430049785369,45.527290000000001,-73.564630000000008,0.00057743059999943347
149,Chapleau / Mont-Royal,0.098758281981188897,0.11138912056343249,0.21014740254462139,45.538670000000003,-73.569360000000003,0.0010987644999997167
150,Fullum / Mont-Royal,0.057123760721844712,0.16942281547398344,0.22654657619582816,45.537553000000003,-73.570181999999988,0.0010169614129998739
151,des Érables / Mont-Royal,0.053492425258077493,0.10975925446544137,0.16325167972351887,45.535649999999997,-73.571719999999999,0.00088519809999943757
152,Chabot / Mont-Royal,0.039292299587321097,0.079918680822227237,0.11921098040954833,45.534134366108425,-73.573492169380188,0.00078553672048090539
153,Marie-Anne / Papineau,0.056042960376566267,0.076573042523144522,0.13261600289971079,45.531894738180178,-73.572322726249709,0.0006733543337778409
154,Marquette / Mont-Royal,0.033423824519491802,0.063221364771525637,0.096645189291017439,45.532290000000003,-73.57544,0.0006792108999998782
155,Garnier / Mont-Royal,0.026895924466196024,0.047637960327442025,0.074533884793638053,45.530920000000002,-73.576740000000001,0.00060937279999983543
156,Marie-Anne / de la Roche,0.043809104904332527,0.10720741599073001,0.15101652089506254,45.527738413790829,-73.576249480247498,0.00046218266460644925
157,de la Roche / Mont-Royal,0.050602173219848418,0.058642125200330242,0.10924429842017866,45.528559999999999,-73.578280000000007,0.00050242599999976716
158,Gilford / Brébeuf,0.04145654594275984,0.12063680646311037,0.16209335240587019,45.530729999999998,-73.581530000000001,0.00062795619999974923
159,Marquette / Gilford,0.048629957104088246,0.18242856787605999,0.23105852498014823,45.533900000000003,-73.578909999999993,0.00077231169999985997
160,Garnier / Saint-Joseph,0.053637566137566137,0.15010887974836681,0.20374644588593294,45.532969999999999,-73.581180000000003,0.00073909449999976233
161,Cartier / Saint-Joseph,0.05898933411504724,0.12431997729315483,0.18330931140820206,45.535759999999996,-73.578669999999988,0.00087743289999944263
162,Messier / Saint-Joseph,0.046836700894335871,0.093265901221067982,0.14010260211540385,45.539279999999998,-73.575959999999995,0.0010917091999995117
163,Marquette / Laurier,0.046522380501552212,0.12499103964062985,0.17151342014218207,45.535429999999998,-73.5822,0.00088781649999967191
164,Garnier / Laurier,0.036519171479438971,0.22381451401624311,0.26033368549568209,45.533879999999996,-73.583150000000003,0.00081199449999965802
165,Brébeuf / Laurier,0.012723207256007306,0.053184416965829012,0.065907624221836325,45.53248,-73.585070000000002,0.00076686009999986859
166,Brébeuf / Saint-Grégoire,0.040918621412658888,0.044395476198191779,0.085314097610850667,45.534100000000002,-73.588519999999988,0.00092746959999973305
167,Marquette / Saint-Grégoire,0.1009031959240389,0.14400248899100135,0.24490568491504025,45.537030000000001,-73.585840000000005,0.0010405684999999984
168,Chabot / Masson,0.042469773961801294,0.096527220630372487,0.13899699459217379,45.538297999999998,-73.582703000000009,0.0010697446529997184
169,de Mentana / Saint-Grégoire,0.041114664230242119,0.042861148859984037,0.083975813090226156,45.531869999999998,-73.590640000000008,0.00086483330000005981
170,de Mentana / Laurier,0.046986540544124475,0.015754001684919965,0.062740542229044433,45.53004,-73.586699999999993,0.0006762703999997515
171,Wolfe/Ontario,0.036633834456540525,0.18294147073536768,0.21957530519190821,45.520800000000001,-73.562700000000007,0.00039478399999949001
173,Cherrier / Berri,0.03650393561510569,0.01280647063779594,0.049310406252901631,45.519145799999997,-73.56924140000001,0.00021526053159953424
174,Roy / Saint-Denis,0.041768339598584274,0.020477309785485887,0.062245649384070165,45.519079999999995,-73.572699999999998,0.0001772559999997047
175,Saint-André / Roy,0.053911917797135847,0.084216612063981497,0.13812852986111734,45.521859999999997,-73.57047,0.00027704689999963561
176,St-André / Duluth,0.038397292188667637,0.10459118175664636,0.142988473945314,45.523171000000005,-73.573430999999999,0.00029443728199994595
177,Saint-André / Rachel,0.9241445024442787,0.05891994861117264,0.98306445105545137,45.524221999999995,-73.575771000000003,0.00032355392499960477
178,Rachel / Berri,0.041251433106975925,0.043516658203254364,0.08476809131023029,45.522721103182057,-73.577263355255127,0.00027271535228586127
179,Duluth / Saint-Denis,0.034986249945436289,0.034404068503868554,0.06939031844930485,45.520774190997884,-73.575777411460876,0.00021143859257776108
180,De Bullion/Rachel,0.14297821426790966,0.071343936562913005,0.21432215083082268,45.519345999999999,-73.580200000000005,0.00018760763599992851
181,Clarck/Rachel,0.093279531832554621,0.021579215919721065,0.11485874775227568,45.516853000000005,-73.582647999999992,0.0001539549529999811
182,Buillon / Mont-Royal,0.076093347202749767,0.022046677114659664,0.098140024317409424,45.521500000000003,-73.585099999999997,0.00031172200000002055
183,Laval / Mont-Royal,0.032558738885786691,0.03027839000278176,0.062837128888568447,45.522412909216577,-73.584129810333252,0.00032412809203560448
184,Métro Mont-Royal,0.016487041313831153,0.0063307007646985084,0.02281774207852966,45.524679999999996,-73.581990000000005,0.00037332649999981699
185,Saint-André / Mont-Royal,0.059030029291416049,0.024228230785607836,0.083258260077023888,45.526330000000002,-73.580469999999991,0.00042167059999983727
186,Boyer / Mont-Royal,0.040518887596303697,0.018984398122700943,0.059503285719004637,45.527429999999995,-73.58001999999999,0.000463456099999565
187,Saint-André / de Bienville,0.075851008560908942,0.055928509154315603,0.13177951771522456,45.527200000000001,-73.582259999999991,0.00047580319999978346
188,Marie-Anne / Saint-Hubert,0.01912203798996252,0.08087039045553146,0.099992428445493983,45.524729999999998,-73.578780000000009,0.00034843369999981922
189,Chabot/Everret,0.0040193092589139575,0.32130684179898578,0.32532615105789975,45.550699999999999,-73.6096,0.0030909159999999883
190,Berri / Saint-Joseph,0.11026764943556089,0.029893529893529894,0.14016117932909078,45.52749,-73.587140000000005,0.00057080890000006472
191,Saint-André / Saint-Joseph,0.09827602317323865,0.027391442828325726,0.12566746600156437,45.528559999999999,-73.585449999999994,0.00058337529999975021
192,Métro Laurier,0.094641986204333783,0.031541479940819524,0.1261834661451533,45.528109999999998,-73.588700000000003,0.00063404729999994914
193,Henri-Julien / Laurier,0.075737419147667323,0.013672854992473657,0.08941027414014098,45.525851000000003,-73.590567000000007,0.00059042773000033593
194,Henri-Julien / Maguire,0.046380561829784436,0.027988251319598163,0.074368813149382595,45.527265,-73.593401999999998,0.0007372717489999537
195,de Bullion / Boul. Saint-Joseph,0.10767710979395992,0.02656891244870041,0.13424602224266033,45.523769999999999,-73.589780000000005,0.00049117450000011351
196,Ste-Famille / Sherbrooke,0.067937079141790022,0.012368956934912136,0.080306036076702156,45.510024899999998,-73.570744099999999,4.4310948819868663e-05
197,Rivard/Boucher,0.059507829977628636,0.036644020273913509,0.096151850251542145,45.528500000000001,-73.591300000000004,0.00072291400000016421
198,Hélène-Baillargeon / Saint-Denis,0.081856501835652448,0.013129331218168156,0.094985833053820606,45.529740000000004,-73.595269999999999,0.00091515250000020164
199,Clark / Saint-Viateur,0.067694263467344667,0.02879614905230584,0.096490412519650515,45.525171560973313,-73.599375486373916,0.00089458055009899919
200,Maguire / Saint-Laurent,0.053690222869302272,0.035793892964573998,0.089484115833876277,45.524570000000004,-73.595880000000008,0.00072250450000058684
201,Villeneuve / de l'Hôtel-de-Ville,0.029970627225702477,0.029827234460139969,0.059797861685842446,45.523525406310327,-73.587509393692017,0.00042623568124642674
202,Hutchison / Sherbrooke,0.12689370985335111,0.020048047281926995,0.1469417571352781,45.507809999999999,-73.57208,1.9604499999918463e-05
203,Milton / du Parc,0.068029672516736028,0.040583705259473177,0.10861337777620921,45.509709999999998,-73.573540000000008,1.9223299999864474e-05
204,Prince-Arthur / du Parc,0.076828238087627565,0.018696956161061835,0.095525194248689396,45.510590000000001,-73.575469999999996,1.9484999999952875e-05
205,Sainte-Famille / des Pins,0.047836390766259985,0.051788786448453833,0.099625177214713811,45.512812949534855,-73.577016592025771,4.3838224443208989e-05
206,Hutchison / des Pins,0.045573116464630962,0.066305666651687412,0.11187878311631838,45.510690000000004,-73.578050000000005,2.3151400000032248e-05
207,Milton / Clark,0.081476692909749959,0.016835373342933377,0.098312066252683336,45.512520000000002,-73.570619999999991,7.0798399999971956e-05
208,Metro  Sauvé,0.020044496239008371,0.075304959487133824,0.095349455726142202,45.550899999999999,-73.656000000000006,0.0083593640000015883
209,Roy / Saint-Laurent,0.11276208944370379,0.1024271727887229,0.21518926223242668,45.515609999999995,-73.575690000000009,8.8077799999792977e-05
210,Duluth / Saint-Urbain,0.083289355941536844,0.010040745052386496,0.093330100993923346,45.515659999999997,-73.580640000000002,0.00010827279999993183
